	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal
0	27-04-2023T12-45-03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	27-04-2023T12-45-04	0.4503937594879983	0.2535606095330192	0.0	0.0	0.0	0.5705767223474126	0.6216971032564186	0.5342347717227443	0.8645636513564801	0.30939404850389185	0.7402512695174688	0.9904725268230328	87.0	56.0	0.2	0.0	0.0
2	27-04-2023T12-45-05	0.3651936179138727	0.8329489748601245	0.0	0.0	0.0	0.5878568139018613	0.3754535517313976	0.06884337528768558	0.3223100175077911	0.7575656279200682	0.5684116409931358	0.19541437430280395	83.0	54.0	0.2	3.0	4.0
3	27-04-2023T12-45-06	0.307380274729805	0.48176225914007487	0.0	0.0	0.0	0.4255094733346002	0.3443279153175748	0.02770389981689092	0.5300664382443618	0.5615908640586664	0.026515792623949985	0.7411672304464956	93.0	-88.0	0.1	3.0	4.0
4	27-04-2023T12-45-07	0.8034218694546547	0.610954353444608	0.0	0.0	0.0	0.7775866625472236	0.23821695047670854	0.1897393651685103	0.04837315085952165	0.8411479840516596	0.8044008633351267	0.6277817774966425	81.0	-31.0	0.2	3.0	4.0
5	27-04-2023T12-45-08	0.22419622611617684	0.14595611140424058	0.0	0.0	0.0	0.6496985912680246	0.5508807442067413	0.9668375179521098	0.0890851673920281	0.30156863818950685	0.7883556006367519	0.16877116833808892	95.0	-5.0	0.2	3.0	4.0
6	27-04-2023T12-45-09	0.7034539600147764	0.40643289653068726	0.0	0.0	0.0	0.7756105862723333	0.2771504735617496	0.36736081859230507	0.19736993991294216	0.24862320894694256	0.30791585058188964	0.8632232841369705	70.0	-4.0	0.2	3.0	4.0
7	27-04-2023T12-45-10	0.39112874001131326	0.9124879044718114	0.0	0.0	0.0	0.7159583329514825	0.8401486784862467	0.8557061586186605	0.5145179966635405	0.4458326460318729	0.36879490894650335	0.7737647324648227	82.0	-62.0	0.2	3.0	4.0
8	27-04-2023T12-45-11	0.7450131207437154	0.06797816566781079	0.0	0.0	0.0	0.8336578208929386	0.5548400493715474	0.09648779602884117	0.4032387387297325	0.3055991623220853	0.7792162035300048	0.7383238583298	64.0	-34.0	0.2	3.0	4.0
9	27-04-2023T12-45-12	0.7816848245090111	0.9623451145722279	0.0	0.0	0.0	0.4050617078359767	0.8467475477460502	0.71012786130926	0.9878300092683874	0.14381865293081153	0.07850865887186886	0.6866451862502114	70.0	29.0	0.2	3.0	4.0
10	27-04-2023T12-45-13	0.013389138790157462	0.1406986223176766	0.0	0.0	0.0	0.7467369695896392	0.2645673479713814	0.8897228848170577	0.4380396403947022	0.4990346092185163	0.09656818202191064	0.2424706011870359	60.0	71.0	0.1	3.0	4.0
11	27-04-2023T12-45-14	0.3447790291449975	0.9809242572022479	0.0	0.0	0.0	0.7600965707671894	0.3299768225825781	0.9246957849184021	0.5122988786571154	0.4511191421941422	0.3463207698255023	0.12198119300529464	74.0	-41.0	0.1	3.0	4.0
