	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal
0	26-04-2023T18-31-50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	26-04-2023T18-31-56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	26-04-2023T18-31-57	0.0	0.0	0.0	0.0	0.0	0.11333094143090816	0.20534951668228552	0.12669727694791733	0.05597458161159652	0.7667973733713598	0.9429029566002377	0.3447846245813234	0.0	0.0	0.0	0.0	0.0
3	26-04-2023T18-31-58	0.0	0.0	0.0	0.0	0.0	0.7911704967606283	0.5780625551143013	0.8388876945908788	0.9608912235329662	0.839759561181012	0.42493657420793807	0.9371144242227454	0.0	0.0	0.0	0.0	0.0
4	26-04-2023T18-31-59	0.0	0.0	0.0	0.0	0.0	0.051745665558746934	0.8148789171285269	0.416065279095432	0.3468249376155226	0.9788057237997706	0.14908041919152115	0.9666829866152243	0.0	0.0	0.0	0.0	0.0
5	26-04-2023T18-32-00	0.0	0.0	0.0	0.0	0.0	0.7648133479128405	0.5909907941109502	0.3445834468995136	0.26260332973015144	0.18991648751750767	0.7513190734576558	0.8768188710564572	0.0	0.0	0.0	0.0	0.0
6	26-04-2023T18-32-01	0.0	0.0	0.0	0.0	0.0	0.819721798357399	0.04686207103978124	0.5807754929853528	0.7107349142461643	0.9790159561166721	0.12040615485721551	0.2825587490136293	0.0	0.0	0.0	0.0	0.0
7	26-04-2023T18-32-02	0.0	0.0	0.0	0.0	0.0	0.12439631908889692	0.04069017533453867	0.0010915260219966916	0.86145999059089	0.4164469928279092	0.6901929687817202	0.6228383288760787	0.0	0.0	0.0	0.0	0.0
8	26-04-2023T18-32-03	0.0	0.0	0.0	0.0	0.0	0.32133150644073405	0.003997376753407833	0.4249864506253752	0.965454421482541	0.8296842123680956	0.8003732163521917	0.6268818089615623	0.0	0.0	0.0	0.0	0.0
9	26-04-2023T18-32-04	0.0	0.0	0.0	0.0	0.0	0.47983591972020767	0.5295697957962	0.7591476004212231	0.5225224166582022	0.087809217816186	0.17724696890315483	0.7412083631639879	0.0	0.0	0.0	0.0	0.0
10	26-04-2023T18-32-05	0.0	0.0	0.0	0.0	0.0	0.23673323427859805	0.06525022726183083	0.3597923553952538	0.5923009457581886	0.11249420400074561	0.414644671715664	0.6400036256911773	0.0	0.0	0.0	0.0	0.0
11	26-04-2023T18-32-06	0.0	0.0	0.0	0.0	0.0	0.23673323427859805	0.06525022726183083	0.3597923553952538	0.5923009457581886	0.11249420400074561	0.414644671715664	0.6400036256911773	0.0	0.0	0.0	0.0	0.0
