	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender	function
0	11-05-2023T12-36-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
1	11-05-2023T12-36-17	0.9089157223026841	0.3254581613555507	0.0	0.0	0.0	0.19513948525977076	0.7999375785274659	0.7849453117599166	0.26975240670790845	0.6025594490116482	0.8914416787231931	0.5052650047007149	70.0	2.0	0.1	0.0	0.0	50.0	Male	get_emotion
2	11-05-2023T12-36-18	0.4010178608902415	0.6307150402340781	0.0	0.0	0.0	0.7638457812790473	0.4012386772919674	0.06299988179365745	0.36936122741224164	0.43405061672495004	0.5384676417359037	0.17453463406125846	87.0	60.0	0.2	0.0	0.0	50.0	Male	get_emotion
3	11-05-2023T12-36-19	0.2532418056308018	0.9257828485831785	0.0	0.0	0.0	0.10945986846967637	0.9352780911233538	0.8666696385772338	0.386297699965493	0.3799503839181503	0.272075356893667	0.16774782078274864	96.0	-15.0	0.2	0.0	0.0	50.0	Male	get_emotion
4	11-05-2023T12-36-20	0.6816174728935811	0.9133544421694293	0.0	0.0	0.0	0.6125331131700574	0.7839711771187445	0.8050168872722975	0.6147780003470256	0.6695875823730535	0.7869140867041322	0.6759693000829559	79.0	-100.0	0.1	0.0	0.0	50.0	Male	get_emotion
5	11-05-2023T12-36-21	0.35582451165926143	0.8373288167955386	0.0	0.0	0.0	0.0530767971687629	0.7131928466685195	0.47183130942104623	0.9239929650245851	0.48796272926641826	0.08628367073855092	0.7250510967304749	62.0	50.0	0.2	0.0	0.0	50.0	Male	get_emotion
6	11-05-2023T12-36-22	0.6092331752589263	0.7613564378008333	0.0	0.0	0.0	0.24922945367434457	0.09735887147692024	0.7849481976296219	0.6073412664900958	0.5826473801006834	0.5275621580426016	0.7842100131465933	74.0	44.0	0.1	0.0	0.0	50.0	Male	get_emotion
7	11-05-2023T12-36-23	0.9772151238874126	0.29432257731185274	0.0	0.0	0.0	0.1867519809828292	0.024591342920914805	0.6180312904994043	0.19836007342806783	0.8941171305104181	0.15331712178581303	0.09740192656387914	72.0	-10.0	0.1	0.0	0.0	50.0	Male	get_emotion
8	11-05-2023T12-36-24	0.9642625868702727	0.6952975240841488	0.0	0.0	0.0	0.1572170600311501	0.9248230249360966	0.5961722743235278	0.45988469820417566	0.40159254091549423	0.8555070231983013	0.8660972290917122	65.0	-26.0	0.2	0.0	0.0	50.0	Male	get_emotion
9	11-05-2023T12-36-25	0.3546698513584333	0.287691803579015	0.0	0.0	0.0	0.8641379763889159	0.048546968377182864	0.13199282955500535	0.24303634993591883	0.21864515182269917	0.8861388357698115	0.04680324792312607	76.0	-83.0	0.1	0.0	0.0	50.0	Male	get_emotion
