	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal
0	27-04-2023T12-34-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	27-04-2023T12-34-06	0.8497663907526272	0.41734340235842926	0.0	0.0	0.0	0.5921914511450249	0.06741111195437921	0.7295731541562963	0.9946764124725531	0.5149950913246917	0.3041120549873435	0.4777381292045152	63.0	59.0	0.2	0.0	0.0
2	27-04-2023T12-34-07	0.19016257049333862	0.9629074553684983	0.0	0.0	0.0	0.19431333001180362	0.13648051806391137	0.9771785828101653	0.647076065797428	0.2916292529033012	0.584353747030205	0.6212472704583061	80.0	-12.0	0.1	3.0	4.0
3	27-04-2023T12-34-08	0.8066401476286815	0.43556902072646253	0.0	0.0	0.0	0.4270929181869154	0.7523409020684191	0.6019046488253456	0.4432819119864445	0.3612102677850394	0.48843801194581715	0.6685143020702892	63.0	-18.0	0.2	3.0	4.0
4	27-04-2023T12-34-09	0.30798103970042434	0.7129481909339175	0.0	0.0	0.0	0.9312110309294662	0.18540250555637416	0.9769224684071078	0.2363489674966749	0.760896274738924	0.29215621695414795	0.743847064654394	98.0	-68.0	0.1	3.0	4.0
5	27-04-2023T12-34-10	0.37687354568102926	0.4701259388383612	0.0	0.0	0.0	0.15316615242037046	0.5048267279251086	0.9939513645933871	0.7999280712099467	0.4744019046268624	0.8414713941416145	0.8209292565466778	98.0	-36.0	0.2	3.0	4.0
6	27-04-2023T12-34-11	0.08268039130059301	0.8677238744387029	0.0	0.0	0.0	0.38356451930699276	0.2083201315736033	0.30901180662477556	0.25949102018237724	0.8896783316961832	0.8391827097999542	0.6301454058881296	76.0	-40.0	0.1	3.0	4.0
7	27-04-2023T12-34-12	0.9458954790460957	0.05684975306777906	0.0	0.0	0.0	0.8341896029852227	0.20061654730313527	0.7786885253715062	0.7167823224875929	0.8602532652739352	0.32240288759276703	0.09003596150829796	87.0	97.0	0.1	3.0	4.0
8	27-04-2023T12-34-13	0.5718041715956812	0.3414894758151946	0.0	0.0	0.0	0.42112315634414177	0.5049662789005592	0.21285217582557325	0.5595188259780778	0.19946818144903256	0.6980599903960935	0.5873823286405843	88.0	46.0	0.2	3.0	4.0
9	27-04-2023T12-34-14	0.29276987316761705	0.4669098612345748	0.0	0.0	0.0	0.46608351396997405	0.04913570210571905	0.9936696038906383	0.7684531549347797	0.9164150839388087	0.14240614625596604	0.6842720816012725	62.0	-70.0	0.2	3.0	4.0
10	27-04-2023T12-34-15	0.9686779594097028	0.3045810630105421	0.0	0.0	0.0	0.36313031551555985	0.04153798653726204	0.19010959508011138	0.22876119938199735	0.7077618974863894	0.9215059608026634	0.24527648231004773	76.0	-3.0	0.1	3.0	4.0
11	27-04-2023T12-34-17	0.6265156439874002	0.27483536421624166	0.0	0.0	0.0	0.30180731180717735	0.24050953057723912	0.10163066625058037	0.5954564007564339	0.5104380610400601	0.06971465428407031	0.3172179787398761	69.0	-52.0	0.1	3.0	4.0
