	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal
0	27-04-2023T12-45-58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	27-04-2023T12-45-59	0.3184174522612997	0.21710175966236367	0.0	0.0	0.0	0.17183474556877387	0.9222317050928099	0.5931220160840344	0.5769238602004974	0.4334011352615528	0.241453373800827	0.6437712612809562	89.0	-59.0	0.2	0.0	0.0
2	27-04-2023T12-46-00	0.23028463072731975	0.9134168031122987	0.0	0.0	0.0	0.09695602142232429	0.05518580667724349	0.19363529004494273	0.8713565471798096	0.6199805032247193	0.7799155744409116	0.5200605266934397	74.0	-53.0	0.1	3.0	4.0
3	27-04-2023T12-46-01	0.6324590064146294	0.8035881555457662	0.0	0.0	0.0	0.38281516454105946	0.6940489193227619	0.0022861936602897037	0.23842654130946683	0.0629838692732082	0.8109383191384658	0.11427082286441004	77.0	26.0	0.2	3.0	4.0
4	27-04-2023T12-46-02	0.8217603768337621	0.029650048600708523	0.0	0.0	0.0	0.5042844552938661	0.5673252067699538	0.20286979350943202	0.6500720155756794	0.41167293400566507	0.7459710088636079	0.30615777569278335	80.0	-97.0	0.2	3.0	4.0
5	27-04-2023T12-46-03	0.3046723833971493	0.7079012512037777	0.0	0.0	0.0	0.595746707164058	0.5235317026123399	0.37137896636372725	0.8889712730627748	0.09593755872833909	0.8827081678331862	0.2627698354276108	61.0	-20.0	0.2	3.0	4.0
6	27-04-2023T12-46-04	0.7927249721565656	0.6245486758856348	0.0	0.0	0.0	0.17508484967026505	0.7111318001251423	0.19896018984523034	0.07499319415632444	0.7069784306377094	0.07739821456793283	0.8490166711575761	66.0	57.0	0.1	3.0	4.0
7	27-04-2023T12-46-05	0.3419828697871844	0.9777779285578597	0.0	0.0	0.0	0.5716356760970964	0.03979377894454339	0.7961761223914839	0.6033700033632996	0.32549668914216534	0.4960066685208442	0.018820326888995043	99.0	-61.0	0.2	3.0	4.0
8	27-04-2023T12-46-06	0.7547404181626531	0.10348609917696738	0.0	0.0	0.0	0.25265182885101145	0.8548450763320529	0.004772029471443839	0.5138541313011046	0.8601328110527896	0.6496071516230499	0.9729212415438973	90.0	65.0	0.1	3.0	4.0
9	27-04-2023T12-46-07	0.15585952449376772	0.9792187909968336	0.0	0.0	0.0	0.30868401121749234	0.5366285969793665	0.2637935902197952	0.2282329023353603	0.6714788138965464	0.6282511522742438	0.5378611212822224	60.0	68.0	0.1	3.0	4.0
10	27-04-2023T12-46-08	0.818084571272777	0.9107542416202355	0.0	0.0	0.0	0.11918726638756083	0.34123144623421975	0.12033599028942343	0.20474441865671134	0.720190180352288	0.6645954794906674	0.4316322195745973	85.0	22.0	0.1	3.0	4.0
11	27-04-2023T12-46-09	0.3573573139609424	0.5775563823938703	0.0	0.0	0.0	0.4810990369497645	0.909940275065178	0.7775698475917482	0.8496993941906502	0.8065770469481232	0.4763263134891411	0.8237081663638309	81.0	69.0	0.2	3.0	4.0
