	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender	function
0	11-05-2023T12-44-38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
1	11-05-2023T12-44-39	0.46977854483551995	0.3204332398226435	0.0	0.0	0.0	0.12156674882580054	0.013999906836066	0.09325682007565528	0.10029990437136449	0.35675651671861996	0.5171037089884842	0.11705061158428509	96.0	-56.0	0.2	4.0	2.0	50.0	Male	get_emotion
2	11-05-2023T12-44-40	0.32766217911248385	0.2603472914881628	0.0	0.0	0.0	0.8990537562251122	0.6881494150708227	0.26608940895840283	0.24735168783005013	0.7584444656414117	0.21635381863696812	0.25571872922320527	83.0	18.0	0.1	1.0	1.0	50.0	Male	get_emotion
3	11-05-2023T12-44-41	0.8658352863464226	0.8082839161260065	0.0	0.0	0.0	0.5753281730058158	0.9654214475743336	0.4604890253109578	0.789147374694903	0.3850247203040317	0.05788443086272255	0.07876425873825155	89.0	-84.0	0.1	1.0	2.0	50.0	Male	get_emotion
4	11-05-2023T12-44-42	0.3794172687533873	0.2169439471651471	0.0	0.0	0.0	0.1409730068102002	0.05029430759151865	0.06266286693682355	0.8046615238531505	0.9834435192359471	0.9372608654128897	0.7232292886363203	93.0	57.0	0.2	1.0	3.0	50.0	Male	get_emotion
5	11-05-2023T12-44-43	0.41026673014780213	0.9156884096756792	0.0	0.0	0.0	0.8744218416787826	0.20786635099374295	0.4206730703380229	0.03586622750229895	0.748649618893138	0.3129666590136997	0.6914404435084699	64.0	83.0	0.2	4.0	3.0	50.0	Male	get_emotion
6	11-05-2023T12-44-44	0.09658740958633338	0.948082460545421	0.0	0.0	0.0	0.3944206433874651	0.7280382622701849	0.17656158649282416	0.7597564230798564	0.7705198307785358	0.8806291450389018	0.3534791396752798	94.0	-9.0	0.2	4.0	4.0	50.0	Male	get_emotion
7	11-05-2023T12-44-45	0.15099686241833743	0.6437857729672128	0.0	0.0	0.0	0.007033769413127722	0.42074236365226614	0.26505353185041647	0.8843764600606562	0.19178488273170424	0.7816468924509896	0.19564853988144848	66.0	52.0	0.1	2.0	1.0	50.0	Male	get_emotion
8	11-05-2023T12-44-46	0.7715934212692422	0.4878729961824687	0.0	0.0	0.0	0.29306175775840715	0.40431458516327057	0.011692407796376814	0.9113107727679702	0.3654105709639496	0.005132586616852786	0.8267616764437221	77.0	12.0	0.1	2.0	3.0	50.0	Male	get_emotion
9	11-05-2023T12-44-47	0.9269086316901484	0.8998517926130204	0.0	0.0	0.0	0.8846054240875746	0.4725339164049803	0.9038492759453103	0.5648951198552151	0.4656662970540617	0.9190502775392635	0.17984623848866144	66.0	3.0	0.2	4.0	4.0	50.0	Male	get_emotion
10	11-05-2023T12-44-48	0.7992626775958079	0.8909984221149898	0.0	0.0	0.0	0.23574209286034842	0.12497592205183583	0.2099059194425763	0.15101033180179668	0.9327550349528924	0.2334305619341449	0.14304493650218564	86.0	-48.0	0.2	2.0	4.0	50.0	Male	get_emotion
11	11-05-2023T12-44-49	0.5025061333640362	0.07436846628131011	0.0	0.0	0.0	0.9730126586018146	0.9746024629543905	0.2774129490806123	0.3544161166184502	0.6473494547252179	0.30796123804581677	0.34003058758241	72.0	19.0	0.1	1.0	1.0	50.0	Male	get_emotion
12	11-05-2023T12-44-50	0.5715469609968058	0.575217907047474	0.0	0.0	0.0	0.8631665472359322	0.19698589795192	0.2748495433918907	0.6608847178052459	0.5866697449674473	0.5700505147545295	0.9120059524802479	60.0	87.0	0.2	1.0	4.0	50.0	Male	get_emotion
13	11-05-2023T12-44-51	0.9682567112393452	0.44327185243909206	0.0	0.0	0.0	0.7413714596665489	0.2835268942212179	0.06627126317079501	0.37671175173685234	0.5213651961036619	0.9995255614665081	0.6866794534214439	62.0	-44.0	0.1	3.0	1.0	50.0	Male	get_emotion
14	11-05-2023T12-44-52	0.12070318601293029	0.7690071397498601	0.0	0.0	0.0	0.28807062590721944	0.533862352170285	0.4171713225969357	0.10089303687522166	0.8298638652231626	0.7042811920827357	0.08365349482913009	65.0	34.0	0.2	3.0	2.0	50.0	Male	get_emotion
15	11-05-2023T12-44-53	0.306333287406364	0.621098300368765	0.0	0.0	0.0	0.5408575340073916	0.4595110362600031	0.7620775496708322	0.09744843800132075	0.72505410034782	0.5114228474820517	0.343350325969211	87.0	-69.0	0.1	4.0	3.0	50.0	Male	get_emotion
16	11-05-2023T12-44-54	0.3213265438528461	0.22339839411805107	0.0	0.0	0.0	0.594051745899222	0.5921912776728686	0.7815580452914913	0.22868639864028906	0.14804965587229435	0.7429749160967132	0.47468418109206756	95.0	39.0	0.2	1.0	4.0	50.0	Male	get_emotion
17	11-05-2023T12-44-55	0.5892365765358137	0.47188692678612176	0.0	0.0	0.0	0.669079882425981	0.9891378949313405	0.687272859313237	0.16431637328784265	0.6322226508201682	0.49755847611529114	0.8703074529682963	72.0	-36.0	0.2	1.0	1.0	50.0	Male	get_emotion
18	11-05-2023T12-44-56	0.3024230752627558	0.3650878268846707	0.0	0.0	0.0	0.13730678570940869	0.28738490512970927	0.321867565235171	0.4608628947854394	0.5940174609187913	0.646834694094416	0.4199248556292893	64.0	97.0	0.2	1.0	1.0	50.0	Male	get_emotion
19	11-05-2023T12-44-58	0.25625112378177095	0.2675052664041214	0.0	0.0	0.0	0.8310806108984371	0.5407698968888506	0.7579927982923872	0.2905596457007128	0.663868757184845	0.03461724487546458	0.7944957428482645	96.0	-24.0	0.2	3.0	4.0	50.0	Male	get_emotion
20	11-05-2023T12-44-59	0.22630784587956754	0.4972807174501681	0.0	0.0	0.0	0.6448459922836921	0.6032740808703282	0.8379042149643323	0.005031197652762054	0.8085361810335799	0.9973505808963681	0.4743572197028336	83.0	34.0	0.2	2.0	4.0	50.0	Male	get_emotion
21	11-05-2023T12-45-00	0.786031872564378	0.5105981813720406	0.0	0.0	0.0	0.29853610758848126	0.6018830884267437	0.7173424085701307	0.4480115042126438	0.6060597539198596	0.6128754296222977	0.3708429865584143	69.0	98.0	0.1	3.0	3.0	50.0	Male	get_emotion
22	11-05-2023T12-45-01	0.1332316212014334	0.22440571855265945	0.0	0.0	0.0	0.25758732260913275	0.6624021809065382	0.7559257839895841	0.7244508952921825	0.3263991041640728	0.4210875909814863	0.24729421171181787	72.0	81.0	0.1	3.0	4.0	50.0	Male	get_emotion
23	11-05-2023T12-45-02	0.7074831568384709	0.15022360621385056	0.0	0.0	0.0	0.7931165650879426	0.24517411680059897	0.19900647883670064	0.8547197419211707	0.9708208063581955	0.9492428045498751	0.8045261194138701	75.0	-55.0	0.1	2.0	3.0	50.0	Male	get_emotion
24	11-05-2023T12-45-03	0.6807962632026853	0.6102657306374456	0.0	0.0	0.0	0.21974783142092846	0.8653821714139353	0.44628151189221366	0.7361159893304464	0.8704739041685016	0.6205423954270489	0.9697674574203069	67.0	94.0	0.1	4.0	1.0	50.0	Male	get_emotion
25	11-05-2023T12-45-04	0.8739160007503983	0.25042835244979955	0.0	0.0	0.0	0.5158007453781613	0.7618028370452199	0.264772914835115	0.2568969489342231	0.5215413593119369	0.8542656642815387	0.1746483814755896	68.0	68.0	0.1	1.0	3.0	50.0	Male	get_emotion
26	11-05-2023T12-45-05	0.6856858734949446	0.8417140088481415	0.0	0.0	0.0	0.9500418713726474	0.8336153663294189	0.3122943261379971	0.865505626786072	0.4944873930321003	0.11033388716954795	0.8458964827154203	60.0	35.0	0.1	1.0	3.0	50.0	Male	get_emotion
