	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal
0	26-04-2023T17-53-19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	26-04-2023T17-53-25	0.0	0.0	0.0	0.0	0.0	0.23142042236035754	0.27029227167353875	0.8680245937634647	0.11871155664167077	0.33484803926876383	0.4341644141046763	0.49872766179255923	0.0	0.0	0.0	0.0	0.0
2	26-04-2023T17-53-26	0.0	0.0	0.0	0.0	0.0	0.7710660116698719	0.39197239042688226	0.38854716196239514	0.7886595445542495	0.837358139862224	0.16924539022832796	0.750792063055073	0.0	0.0	0.0	3.0	4.0
3	26-04-2023T17-53-27	0.0	0.0	0.0	0.0	0.0	0.7983896189334313	0.8876853664601864	0.24324794169573138	0.8996327584139044	0.1999365566584398	0.048064704069080144	0.5205477897994166	0.0	0.0	0.0	3.0	4.0
4	26-04-2023T17-53-28	0.0	0.0	0.0	0.0	0.0	0.7064152664779447	0.8830060682513889	0.2748990242489602	0.9086397878078403	0.6104822405510602	0.9252604554921281	0.5163159079751455	0.0	0.0	0.0	3.0	4.0
5	26-04-2023T17-53-29	0.0	0.0	0.0	0.0	0.0	0.46628954310601844	0.8140362644908379	0.4396247874755461	0.7826917723898749	0.09610600793319268	0.24581270143438183	0.6082694479377946	0.0	0.0	0.0	3.0	4.0
6	26-04-2023T17-53-30	0.0	0.0	0.0	0.0	0.0	0.2940842850977863	0.1955500237456601	0.586885033428563	0.7066175218870888	0.1537848150236577	0.4976582425662125	0.7214372873166989	0.0	0.0	0.0	3.0	4.0
7	26-04-2023T17-53-32	0.0	0.0	0.0	0.0	0.0	0.8983700315955182	0.6849721849074953	0.4672495854367731	0.6104881821773978	0.24314200200107605	0.39114532497036236	0.6592364608918018	0.0	0.0	0.0	3.0	4.0
8	26-04-2023T17-53-33	0.0	0.0	0.0	0.0	0.0	0.1587350677801762	0.0451198117169096	0.03982147219765131	0.27898905092349724	0.5113191699100313	0.5306052536772414	0.01821043776578013	0.0	0.0	0.0	3.0	4.0
9	26-04-2023T17-53-34	0.0	0.0	0.0	0.0	0.0	0.813038495775759	0.23813555450952173	0.4864672942344339	0.8869939270876723	0.17419511406262955	0.829949716957739	0.1764190808620807	0.0	0.0	0.0	3.0	4.0
10	26-04-2023T17-53-35	0.0	0.0	0.0	0.0	0.0	0.9475469080187117	0.9499669006014674	0.9235284764593752	0.5945809691183439	0.45369591564660605	0.18129879929890058	0.45475458529296764	0.0	0.0	0.0	3.0	4.0
11	26-04-2023T17-53-36	0.0	0.0	0.0	0.0	0.0	0.8258727083139682	0.5744152591257609	0.64227043878856	0.610998759084286	0.0471089729520745	0.3200448955210837	0.8414694880441014	0.0	0.0	0.0	3.0	4.0
12	26-04-2023T17-53-37	0.0	0.0	0.0	0.0	0.0	0.5915384878978459	0.8337261333536824	0.9058297448844099	0.22692721159219675	0.02307210166516993	0.9152124376959986	0.2010719619215523	0.0	0.0	0.0	3.0	4.0
13	26-04-2023T17-53-38	0.0	0.0	0.0	0.0	0.0	0.9649874436735385	0.40297060081889946	0.30384681020657645	0.672064590600959	0.9383463231108281	0.6406750334479824	0.7493678062262079	0.0	0.0	0.0	3.0	4.0
14	26-04-2023T17-53-39	0.0	0.0	0.0	0.0	0.0	0.9145151955518023	0.5073818683989321	0.16272356962453116	0.9179403569956	0.0756163155377475	0.6935545901728642	0.9586445132229753	0.0	0.0	0.0	3.0	4.0
15	26-04-2023T17-53-40	0.0	0.0	0.0	0.0	0.0	0.3554809682581189	0.5637667367647681	0.7449786930884738	0.4447993670578362	0.4289377857817096	0.23620102129459097	0.24130594815987072	0.0	0.0	0.0	3.0	4.0
16	26-04-2023T17-53-41	0.0	0.0	0.0	0.0	0.0	0.6785539731727079	0.9653490959720811	0.6402526084160242	0.2938453964114168	0.8589286855479634	0.24765746732324756	0.1681576292281941	0.0	0.0	0.0	3.0	4.0
17	26-04-2023T17-53-42	0.0	0.0	0.0	0.0	0.0	0.049712673027104026	0.48810529059329244	0.21492396580886863	0.6700435411263064	0.24081703695583145	0.3168390509075003	0.652641216841101	0.0	0.0	0.0	3.0	4.0
18	26-04-2023T17-53-43	0.0	0.0	0.0	0.0	0.0	0.9023426893634378	0.018526081666245364	0.8549750183452443	0.889554674159065	0.8560088076314782	0.6685518947104437	0.43137620975198565	0.0	0.0	0.0	3.0	4.0
19	26-04-2023T17-53-44	0.0	0.0	0.0	0.0	0.0	0.6475050134153104	0.5529310987198895	0.6872304015897411	0.9721678319813731	0.6442684605150346	0.8181688262257486	0.15943846748054458	0.0	0.0	0.0	3.0	4.0
20	26-04-2023T17-53-45	0.0	0.0	0.0	0.0	0.0	0.22378158272796045	0.726908906227691	0.12931766164113545	0.6264143766004407	0.9612775673736221	0.49886203928599404	0.3227843867611341	0.0	0.0	0.0	3.0	4.0
21	26-04-2023T17-53-46	0.0	0.0	0.0	0.0	0.0	0.45696456019576814	0.588497299405381	0.8480318023912297	0.6492803050477561	0.5195460148356826	0.0656204157617698	0.25699923127413593	0.0	0.0	0.0	3.0	4.0
22	26-04-2023T17-53-47	0.0	0.0	0.0	0.0	0.0	0.9883965365862216	0.8164477406117481	0.7355830802575749	0.9378287808735494	0.8955974277094666	0.21322726371333067	0.7973180369336421	0.0	0.0	0.0	3.0	4.0
23	26-04-2023T17-53-48	0.0	0.0	0.0	0.0	0.0	0.19275078892331154	0.3700865376626995	0.9912121564931227	0.4741609147952982	0.48693185583892196	0.3099127873657025	0.6312175718036895	0.0	0.0	0.0	3.0	4.0
24	26-04-2023T17-53-49	0.0	0.0	0.0	0.0	0.0	0.9308012283405267	0.15342341698269157	0.7463568235415009	0.9160493757301331	0.2753294999316648	0.7734364953112262	0.5743535207916831	0.0	0.0	0.0	3.0	4.0
25	26-04-2023T17-53-50	0.0	0.0	0.0	0.0	0.0	0.14308224557765659	0.09643343478001454	0.19730938191382363	0.082057457179599	0.9563066079498926	0.014736343169576616	0.2162084263503079	0.0	0.0	0.0	3.0	4.0
26	26-04-2023T17-53-51	0.0	0.0	0.0	0.0	0.0	0.14308224557765659	0.09643343478001454	0.19730938191382363	0.082057457179599	0.9563066079498926	0.014736343169576616	0.2162084263503079	0.0	0.0	0.0	3.0	4.0
