	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender	function
0	11-05-2023T12-41-43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
1	11-05-2023T12-41-45	0.7739962371976832	0.24592160824722586	0.0	0.0	0.0	0.14858943739072006	0.974095730515057	0.2458714478138847	0.05102033798890648	0.9405630602947681	0.5120191250481224	0.10011153858262378	98.0	-55.0	0.1	4.0	3.0	50.0	Male	get_emotion
2	11-05-2023T12-41-46	0.1857046869427632	0.40607627988769535	0.0	0.0	0.0	0.4580683272883477	0.33122598625371213	0.13320512654166528	0.9984867516725955	0.9045704987896432	0.2735438749800715	0.4791635577665836	63.0	89.0	0.2	3.0	4.0	50.0	Male	get_emotion
3	11-05-2023T12-41-47	0.5770040727006369	0.38865363828930066	0.0	0.0	0.0	0.4042079086353709	0.20200821346533904	0.5290303795467907	0.05593606829550746	0.305717672590168	0.09606507458215496	0.937744246538886	85.0	-13.0	0.1	1.0	1.0	50.0	Male	get_emotion
4	11-05-2023T12-41-48	0.4510712509890521	0.26024741306232546	0.0	0.0	0.0	0.7871690073405031	0.11760598290762692	0.018220572592094197	0.5436360063076605	0.18438988843685777	0.861578427659681	0.8567121074810294	86.0	23.0	0.1	4.0	4.0	50.0	Male	get_emotion
5	11-05-2023T12-41-49	0.23051319422213834	0.46147528239409596	0.0	0.0	0.0	0.17339193363867988	0.42027322336527295	0.7828646593409928	0.8469911989339742	0.7086650190710895	0.42394933096302734	0.6429770332435616	86.0	-92.0	0.2	1.0	3.0	50.0	Male	get_emotion
6	11-05-2023T12-41-50	0.9171483177577336	0.6591241738210141	0.0	0.0	0.0	0.6412419824592329	0.40082017837968476	0.2880991987634246	0.36342612733927915	0.24155780288200923	0.8716210746444395	0.021792147436153875	75.0	46.0	0.2	3.0	2.0	50.0	Male	get_emotion
7	11-05-2023T12-41-51	0.6915962685943394	0.05636469042629899	0.0	0.0	0.0	0.5526794448160568	0.7275784746959983	0.6117295602974334	0.26302832726191416	0.431652088061822	0.3740613949123459	0.46281542654610264	69.0	32.0	0.1	2.0	1.0	50.0	Male	get_emotion
8	11-05-2023T12-41-52	0.9266770675022004	0.6304630609790726	0.0	0.0	0.0	0.35435759010292966	0.6586111800642106	0.9778269334452335	0.18165033436812894	0.7293689672137135	0.4344830187952834	0.3190418145117394	87.0	-90.0	0.2	3.0	4.0	50.0	Male	get_emotion
9	11-05-2023T12-41-53	0.7821550581186955	0.8236527251749088	0.0	0.0	0.0	0.5797439457907602	0.36632333188558386	0.0688545304965611	0.5770594669745435	0.7015540238029921	0.7628849490673539	0.7235345208885307	91.0	88.0	0.2	1.0	1.0	50.0	Male	get_emotion
10	11-05-2023T12-41-54	0.7389880700708605	0.2805666086787545	0.0	0.0	0.0	0.21129652980541047	0.6695991427622816	0.5783080933126155	0.8320438783354164	0.9313827503348695	0.7125262544218948	0.5961485842776068	94.0	-61.0	0.1	3.0	4.0	50.0	Male	get_emotion
11	11-05-2023T12-41-55	0.08735164093339776	0.48052441912850163	0.0	0.0	0.0	0.8027482184362884	0.08432683475054226	0.6144957792899047	0.010933810167569558	0.22729276240366336	0.8894479858797829	0.04478679320879664	96.0	-33.0	0.1	4.0	1.0	50.0	Male	get_emotion
12	11-05-2023T12-41-56	0.42793638796152067	0.7969963267261083	0.0	0.0	0.0	0.3157653096732963	0.2759653743275622	0.9425246186294971	0.03128725565273416	0.2288070690028685	0.8500124810804941	0.9583824692237418	71.0	-17.0	0.2	1.0	2.0	50.0	Male	get_emotion
13	11-05-2023T12-41-57	0.3116998135971816	0.5182615377349331	0.0	0.0	0.0	0.49375367707503315	0.09571632384956186	0.09046797610347124	0.4786898893937561	0.17566648765792536	0.09908194111140756	0.7717472274325085	83.0	-73.0	0.2	3.0	1.0	50.0	Male	get_emotion
14	11-05-2023T12-41-58	0.48814767266308146	0.4945470030720094	0.0	0.0	0.0	0.9842019650982038	0.4471149119790344	0.7099985806391813	0.03192480255432639	0.023293791060271185	0.7029064982986065	0.028452212156839796	67.0	11.0	0.2	1.0	1.0	50.0	Male	get_emotion
15	11-05-2023T12-41-59	0.5025298790340512	0.6324965498627078	0.0	0.0	0.0	0.057177020133725165	0.28799768344025956	0.9189637554672085	0.5257885123142386	0.8596811731950844	0.5070785358858854	0.959422168305803	97.0	4.0	0.2	2.0	1.0	50.0	Male	get_emotion
16	11-05-2023T12-42-00	0.6017780425399095	0.11156429469535944	0.0	0.0	0.0	0.6451325128622091	0.6854695392780719	0.4428148215884403	0.014640594583369415	0.6005030749438582	0.32301779457315627	0.7893567473672549	88.0	94.0	0.1	1.0	1.0	50.0	Male	get_emotion
17	11-05-2023T12-42-01	0.25916061674976676	0.7676411106961555	0.0	0.0	0.0	0.6599214634362552	0.7185161323194863	0.0615035935783842	0.10332184376976739	0.10355630509935965	0.7466577788666637	0.9803943832391138	69.0	71.0	0.2	3.0	1.0	50.0	Male	get_emotion
18	11-05-2023T12-42-02	0.9687777962979633	0.3572500568308731	0.0	0.0	0.0	0.16722705911206215	0.26779581915997386	0.2883696072601415	0.8409160343885139	0.7897022301214801	0.8280678543389709	0.40494356326922165	75.0	-57.0	0.2	2.0	3.0	50.0	Male	get_emotion
19	11-05-2023T12-42-03	0.3551061112105094	0.12504390029034307	0.0	0.0	0.0	0.2932779434398932	0.32786747735194677	0.9995258643996017	0.5221006920670833	0.7795537711544537	0.923008567326631	0.05244776086632397	63.0	45.0	0.1	1.0	1.0	50.0	Male	get_emotion
20	11-05-2023T12-42-04	0.8934156466550266	0.9181434812220364	0.0	0.0	0.0	0.43482418008451496	0.24190167320478417	0.6889884490267979	0.48353178658472973	0.11911395516248158	0.5206847208913085	0.20916448753568584	93.0	-41.0	0.2	2.0	4.0	50.0	Male	get_emotion
