	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal
0	26-04-2023T18-00-48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	26-04-2023T18-00-54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	26-04-2023T18-00-55	0.0	0.0	0.0	0.0	0.0	0.09859513929913077	0.7727320864452799	0.729505720053809	0.37446524675783	0.8327810475289031	0.46858067865044895	0.6783271263880766	0.0	0.0	0.0	3.0	4.0
3	26-04-2023T18-00-56	0.0	0.0	0.0	0.0	0.0	0.07330011538193315	0.4598699394445952	0.7084776292589893	0.7622464269092457	0.1820831702974668	0.06128068142470566	0.0791123889509745	0.0	0.0	0.0	3.0	4.0
4	26-04-2023T18-00-57	0.0	0.0	0.0	0.0	0.0	0.8198723839216365	0.13737880361856747	0.32105700415168814	0.23121803673778452	0.4534967244886521	0.11819070329645953	0.019931403875357745	0.0	0.0	0.0	3.0	4.0
5	26-04-2023T18-00-58	0.0	0.0	0.0	0.0	0.0	0.48818464381224425	0.6107081798922886	0.3915693240081701	0.5736409277338301	0.8992890903975248	0.058872308186846745	0.1889932405072382	0.0	0.0	0.0	3.0	4.0
6	26-04-2023T18-00-59	0.0	0.0	0.0	0.0	0.0	0.22730741035713942	0.9600690377870302	0.4797349269378379	0.5733944634264981	0.5481191840319917	0.9218189380812762	0.12188841462031763	0.0	0.0	0.0	3.0	4.0
7	26-04-2023T18-01-00	0.0	0.0	0.0	0.0	0.0	0.08101772459144396	0.9143564699833807	0.9728571011209448	0.5829453930907478	0.04974970569100989	0.29038870196494726	0.3789405373219027	0.0	0.0	0.0	3.0	4.0
8	26-04-2023T18-01-01	0.0	0.0	0.0	0.0	0.0	0.37543658891907516	0.8386825039433922	0.13535524868500404	0.05498532764799091	0.5519193561994153	0.3391275280460265	0.8536957596832176	0.0	0.0	0.0	3.0	4.0
9	26-04-2023T18-01-02	0.0	0.0	0.0	0.0	0.0	0.1634342668602562	0.7606310423702906	0.08765419604350044	0.655746957836656	0.024883519815206867	0.6765317199317804	0.6735282383120712	0.0	0.0	0.0	3.0	4.0
10	26-04-2023T18-01-03	0.0	0.0	0.0	0.0	0.0	0.5925357702385561	0.4813988229031714	0.6728840673070432	0.6688072868030536	0.1789005847113584	0.8540567956710844	0.5637247772000199	0.0	0.0	0.0	3.0	4.0
11	26-04-2023T18-01-04	0.0	0.0	0.0	0.0	0.0	0.18967899829686274	0.5877572260491425	0.32906484750856835	0.8653179143726645	0.21757401051244063	0.3862637478358919	0.47313987628932497	0.0	0.0	0.0	3.0	4.0
12	26-04-2023T18-01-05	0.0	0.0	0.0	0.0	0.0	0.4231095803947269	0.19190015544230865	0.07089743775894497	0.32730371232975275	0.4542379477887287	0.6916928510466217	0.5433992621744245	0.0	0.0	0.0	3.0	4.0
13	26-04-2023T18-01-07	0.0	0.0	0.0	0.0	0.0	0.2952989804847831	0.8482212277898734	0.7347830741046529	0.017695129577742996	0.10806231264127553	0.415616301880536	0.4713182081046611	0.0	0.0	0.0	3.0	4.0
14	26-04-2023T18-01-08	0.0	0.0	0.0	0.0	0.0	0.49738534507505927	0.0632908076708284	0.051843148937973704	0.972795674644075	0.3240155949090787	0.17113557256289036	0.5819620812005701	0.0	0.0	0.0	3.0	4.0
15	26-04-2023T18-01-09	0.0	0.0	0.0	0.0	0.0	0.7164887844691493	0.1706384182762718	0.7284806133376447	0.23232905922962033	0.6391128190044882	0.028123613485071197	0.1049118606031475	0.0	0.0	0.0	3.0	4.0
16	26-04-2023T18-01-10	0.0	0.0	0.0	0.0	0.0	0.45325816156919885	0.40604559113330085	0.9586270415344592	0.30758350470016993	0.9414149362036037	0.20460465471070666	0.30708177180526375	0.0	0.0	0.0	3.0	4.0
17	26-04-2023T18-01-11	0.0	0.0	0.0	0.0	0.0	0.22801079013416492	0.6142171269440705	0.801149064860142	0.7647244872183502	0.6174856702851018	0.7316030155390505	0.40486019001890017	0.0	0.0	0.0	3.0	4.0
18	26-04-2023T18-01-12	0.0	0.0	0.0	0.0	0.0	0.514222671546311	0.8148513724048724	0.356547752678245	0.9921865183439967	0.26859112195133217	0.44198523129842726	0.2775903785338425	0.0	0.0	0.0	3.0	4.0
19	26-04-2023T18-01-13	0.0	0.0	0.0	0.0	0.0	0.43739962160548507	0.7130450360185895	0.09725777579591632	0.6775624504270777	0.7137286709712036	0.918339919761815	0.9368587230423508	0.0	0.0	0.0	3.0	4.0
20	26-04-2023T18-01-14	0.0	0.0	0.0	0.0	0.0	0.8619365289688777	0.1821006795120237	0.3519211245784257	0.9707994870172395	0.7759277895171761	0.7870078702548712	0.5645011113879271	0.0	0.0	0.0	3.0	4.0
21	26-04-2023T18-01-15	0.0	0.0	0.0	0.0	0.0	0.1899414979108014	0.018065038189770122	0.94798486912847	0.579914229981317	0.2177780376592603	0.7381454246583955	0.09853144770689282	0.0	0.0	0.0	3.0	4.0
22	26-04-2023T18-01-16	0.0	0.0	0.0	0.0	0.0	0.9958127037318083	0.9252804101478643	0.7377143390077444	0.015172744175802388	0.5343312975721461	0.298916994329408	0.9614267802459975	0.0	0.0	0.0	3.0	4.0
23	26-04-2023T18-01-17	0.0	0.0	0.0	0.0	0.0	0.49048990434482653	0.4262083383459434	0.2871069709712565	0.8319361052685298	0.10976227999580634	0.5601810724896789	0.502795419152839	0.0	0.0	0.0	3.0	4.0
24	26-04-2023T18-01-18	0.0	0.0	0.0	0.0	0.0	0.7003097305625903	0.37390580108504046	0.7163040762928891	0.30279654899765984	0.11088432169431017	0.22212269979087007	0.2459106946118389	0.0	0.0	0.0	3.0	4.0
25	26-04-2023T18-01-19	0.0	0.0	0.0	0.0	0.0	0.3670989860705778	0.15505970413255876	0.3583278795292121	0.33534812496781585	0.8325111502799091	0.6483989473779163	0.5205489468552551	0.0	0.0	0.0	3.0	4.0
26	26-04-2023T18-01-20	0.0	0.0	0.0	0.0	0.0	0.3670989860705778	0.15505970413255876	0.3583278795292121	0.33534812496781585	0.8325111502799091	0.6483989473779163	0.5205489468552551	0.0	0.0	0.0	3.0	4.0
